Nomen;der Vater, –¨;Adlar;baba;A1.1
Nomen;die Mutter, –¨;Adlar;anne;A1.1
Nomen;der Sohn, –¨ e;Adlar;oğul;A1.1
Nomen;die Tochter, –¨;Adlar;kız;A1.1
Nomen;die Großeltern (nur Pl.);Adlar;büyükanne ve büyükbaba;A1.1
Nomen;der Großvater, –¨;Adlar;dede, büyükbaba;A1.1
Nomen;die Großmutter, –¨;Adlar;büyükanne;A1.1
Nomen;die Schwiegereltern (nur Pl.);Adlar;kayınvalide ve kayınpeder;A1.1
Nomen;der Schwiegervater, –¨;Adlar;kayınpeder;A1.1
Nomen;die Schwiegermutter, –¨;Adlar;kayınvalide;A1.1
Nomen;der Schwiegersohn, –¨ e;Adlar;damat;A1.1
Nomen;die Schwiegertochter, –¨;Adlar;gelin;A1.1
Nomen;die Geschwister (nur Pl.);Adlar;kardeşler;A1.1
Nomen;der Bruder, –¨;Adlar;erkek kardeş;A1.1
Nomen;die Schwester, -n;Adlar;kız kardeş;A1.1
Nomen;der Enkel, -;Adlar;torun;A1.1
Nomen;die Enkelin, -nen;Adlar;torun (kız);A1.1
Nomen;der Schwager, -;Adlar;kayınbirader, enişte, bacanak;A1.1
Nomen;die Schwägerin, -nen;Adlar;yenge, baldız, görümce, elti;A1.1
Nomen;der Neffe, -n;Adlar;erkek yeğen;A1.1
Nomen;die Nichte, -n;Adlar;kız yeğen;A1.1
Nomen;der Onkel, -;Adlar;amca, dayı;A1.1
Nomen;die Tante, -n;Adlar;teyze, hala;A1.1
Nomen;der Cousin, -s  !ku*z5:?;Adlar;kuzen;A1.1
Nomen;die Cousine, -n  !kusi:ne?;Adlar;kuzin;A1.1
Nomen;das Baby, -s  !*be:bi:?;Adlar;bebek;A1.1
Nomen;der Freund, -e;Adlar;(erkek) arkadaş;A1.1
Nomen;die Freundin, -nen;Adlar;(bayan) arkadaş;A1.1
Nomen;der Chef, -s;Adlar;şef, patron, amir;A1.1
Nomen;die Leute (nur Pl.);Adlar;insanlar;A1.1
Nomen;die Sprache, -n;Adlar;dil;A1.1
Nomen;die Freizeit (nur Sg.);Adlar;boş zaman;A1.1
Nomen;das Leben (nur Sg.);Adlar;hayat;A1.1
Nomen;die Pause, -n;Adlar;ara, mola;A1.1
Nomen;die Mittagspause, -n;Adlar;öğle paydosu / arası;A1.1
Nomen;das Essen, -n;Adlar;yemek;A1.1
Nomen;das Mittagessen, -n;Adlar;öğle yemeği;A1.1
Nomen;das Abendessen, -;Adlar;akşam yemeği;A1.1
Nomen;das Frühstück, -e;Adlar;kahvaltı;A1.1
Nomen;die Kantine, -n;Adlar;kantin;A1.1
Nomen;der Hunger (nur Sg.);Adlar;açlık;A1.1
Nomen;die Schokolade (nur Sg.);Adlar;çikolata;A1.1
Nomen;die Stunde, -n;Adlar;saat (zaman dilimi olarak);A1.1
Nomen;die Minute, -n;Adlar;dakika;A1.1
Nomen;die Uhr, -en;Adlar;saat;A1.1
Nomen;der Kuss, –¨ e;Adlar;öpücük;A1.1
Nomen;die Musik (nur Sg.);Adlar;müzik;A1.1
Nomen;der Tanz (hier nur Sg.);Adlar;dans;A1.1
Nomen;der Film, -e;Adlar;film;A1.1
Nomen;das Theater, -;Adlar;tiyatro;A1.1
Nomen;das Theaterstück, -e;Adlar;tiyatro oyunu;A1.1
Nomen;das Fest, -e;Adlar;bayram, parti, şenlik;A1.1
Nomen;die Party, -s;Adlar;parti, eğlence;A1.1
Nomen;der Sport (nur Sg.);Adlar;spor;A1.1
Nomen;das Konzert, -e;Adlar;konser;A1.1
Verben;leben;Eylemler;yaşamak;A1.1
Verben;sprechen, spricht;Eylemler;konuşmak;A1.1
Verben;essen, isst;Eylemler;yemek;A1.1
Verben;zu Mittag essen;Eylemler;öğle yemeği yemek;A1.1
Verben;mitkommen, kommt mit;Eylemler;(birlikte) gelmek;A1.1
Verben;treffen, trifft;Eylemler;karşılaşmak, buluşmak;A1.1
Verben;Freunde treffen;Eylemler;arkadaşlarla buluşmak;A1.1
Verben;bleiben;Eylemler;kalmak;A1.1
Verben;zu Hause bleiben;Eylemler;evde kalmak / oturmak;A1.1
Verben;grillen;Eylemler;ızgara / mangal yapmak;A1.1
Verben;besuchen;Eylemler;ziyaret etmek;A1.1
Verben;Freunde besuchen;Eylemler;arkadaşları ziyaret etmek;A1.1
Verben;gehen;Eylemler;gitmek;A1.1
Verben;ins Kino gehen;Eylemler;sinemaya gitmek;A1.1
Verben;tanzen gehen;Eylemler;dansa gitmek;A1.1
Verben;spazieren gehen;Eylemler;gezmek;A1.1
Verben;ansehen, sieht an;Eylemler;bakmak, izlemek;A1.1
Verben;DVDs ansehen;Eylemler;DVD izlemek;A1.1
Verben;beginnen;Eylemler;başlamak;A1.1
Verben;machen;Eylemler;yapmak;A1.1
Verben;Sport machen;Eylemler;spor yapmak;A1.1
Verben;Mittagspause machen;Eylemler;öğle paydosu yapmak;A1.1
Verben;Schluss machen;Eylemler;bitirmek;A1.1
Verben;Feierabend machen;Eylemler;paydos etmek;A1.1
Verben;spielen;Eylemler;oynamak;A1.1
Verben;Fußball spielen;Eylemler;futbol oynamak;A1.1
Verben;Schach spielen;Eylemler;satranç oynamak;A1.1
Verben;fahren, fährt;Eylemler;(bir araçla) gitmek;A1.1
Verben;Rad fahren;Eylemler;bisiklete binmek;A1.1
Verben;möchte;Eylemler;istiyor / arzu ediyor;A1.1
Adjektive;genervt;Önadlar;sinirli;A1.1
Adjektive;enttäuscht;Önadlar;üzgün, hayal kırıklığına uğramış;A1.1
Adjektive;begeistert;Önadlar;coşkulu;A1.1
Adjektive;wütend;Önadlar;kızgın;A1.1
Adjektive;süß;Önadlar;tatlı;A1.1
Adjektive;klein;Önadlar;küçük;A1.1
Adjektive;hü. bsch;Önadlar;güzel;A1.1
Adjektive;spannend;Önadlar;sürükleyici, heyecanlı;A1.1
Adjektive;warm;Önadlar;sıcak;A1.1
Adjektive;pü. nktlich;Önadlar;dakik;A1.1
Adjektive;verheiratet;Önadlar;evli;A1.1
Fragewörter;Wie viel?;Soru Sözcükleri;"Kaç …?; Ne kadar?";A1.1
Wendungen;Entschuldigung!;Deyişler;Affedersiniz!;A1.1
Wendungen;Wie viel Uhr ist es?;Deyişler;Saat kaç?;A1.1
Wendungen;Um wie viel Uhr …?;Deyişler;Saat kaçta …?;A1.1
Wendungen;Tut mir leid!;Deyişler;Özür dilerim! Üzgünüm!;A1.1
Wendungen;Bis bald!;Deyişler;Yakında görüşmek üzere!;A1.1
Wendungen;Bis dann!;Deyişler;Görüşmek üzere!;A1.1
Kleine Wörter;erst;Kısa Sözcükler;henüz, ancak, önce, daha;A1.1
Kleine Wörter;schon;Kısa Sözcükler;çoktan, bile;A1.1
Kleine Wörter;heute;Kısa Sözcükler;bugün;A1.1
Kleine Wörter;morgen;Kısa Sözcükler;yarın;A1.1
Kleine Wörter;endlich;Kısa Sözcükler;en sonunda, nihayet;A1.1
Präpositionen;um (Zeit);İlgeçler;#AD?;A1.1
Präpositionen;gegen (Zeit);İlgeçler;… doğru;A1.1
Präpositionen;von;İlgeçler;-den, -dan;A1.1
Nomen;die Ware, -n;Adlar;mal, ürün;A1.1
Nomen;das Lebensmittel, -;Adlar;gıda ürünü;A1.1
Nomen;der A. pfel, –¨;Adlar;elma;A1.1
Nomen;die Banane, -n;Adlar;muz;A1.1
Nomen;die Zitrone, -n;Adlar;limon;A1.1
Nomen;das Brot, -e;Adlar;ekmek;A1.1
Nomen;die Butter, -;Adlar;tereyağı;A1.1
Nomen;das Ei, -er;Adlar;yumurta;A1.1
Nomen;der Fisch, -e;Adlar;balık;A1.1
Nomen;das Fleisch (nur Sg.);Adlar;et;A1.1
Nomen;die Tomate, -n;Adlar;domates;A1.1
Nomen;der Käse (nur Sg.);Adlar;peynir;A1.1
Nomen;der Reis (nur Sg.);Adlar;"pirinç (""pilav"" için de bu sözcük kullanılır)";A1.1
Nomen;der Salat, -e;Adlar;salata;A1.1
Nomen;der Schinken, -;Adlar;jambon;A1.1
Nomen;das Mehl (nur Sg.);Adlar;un;A1.1
Nomen;der Tee (nur Sg.);Adlar;çay;A1.1
Nomen;der Kaffee (nur Sg.);Adlar;kahve;A1.1
Nomen;die Milch (nur Sg.);Adlar;süt;A1.1
Nomen;das Wasser  (nur Sg.);Adlar;su;A1.1
Nomen;das Mineralwasser, -;Adlar;maden suyu;A1.1
Nomen;der Wein, -e;Adlar;şarap;A1.1
Nomen;das Bier, -e;Adlar;bira;A1.1
Nomen;die Cola, -s;Adlar;kola;A1.1
Nomen;der Kühlschrank, –¨ e;Adlar;buzdolabı;A1.1
Nomen;das Toilettenpapier (nur Sg.);Adlar;tuvalet kâğıdı;A1.1
Nomen;die Zeitung, -en;Adlar;gazete;A1.1
Nomen;die Zigarette, -n;Adlar;sigara;A1.1
Nomen;die Zahnpasta (nur Sg.);Adlar;diş macunu;A1.1
Nomen;die Suppe, -n;Adlar;çorba;A1.1
Nomen;das Gericht, -e;Adlar;yemek;A1.1
Nomen;die Kartoffel, -n;Adlar;patates;A1.1
Nomen;der Kuchen, -;Adlar;pasta, kek;A1.1
Nomen;das Omelett, -s;Adlar;omlet;A1.1
Nomen;die Pizza, -s / -en;Adlar;pizza;A1.1
Nomen;das Salz (nur Sg.);Adlar;tuz;A1.1
Nomen;der Zucker (nur Sg.);Adlar;şeker;A1.1
Nomen;der Pfeffer (nur Sg.);Adlar;karabiber;A1.1
Nomen;das Öl (nur Sg.);Adlar;sıvı yağ;A1.1
Nomen;die Zwiebel, -n;Adlar;soğan;A1.1
Nomen;der Knoblauch (nur Sg.);Adlar;sarımsak;A1.1
Nomen;der Einkaufszettel, -;Adlar;alışveriş listesi;A1.1
Nomen;der Markt, –¨ e;Adlar;pazar (yeri);A1.1
Nomen;der Stand, –¨ e;Adlar;tezgâh;A1.1
Nomen;das Obst (nur Sg.);Adlar;meyve;A1.1
Nomen;das Gemüse (nur Sg.);Adlar;sebze;A1.1
Nomen;der Verkäufer, -;Adlar;satıcı;A1.1
Nomen;die Verkäuferin, -nen;Adlar;satıcı (kadın);A1.1
Nomen;der Kunde, -n;Adlar;müşteri;A1.1
Nomen;die Kundin, -nen;Adlar;müşteri (kadın);A1.1
Nomen;die Woche, - n;Adlar;hafta;A1.1
Nomen;die Nachricht, -en;Adlar;haber;A1.1
Nomen;der Termin, -e;Adlar;randevu, kararlaştırılan saat / gün;A1.1
Nomen;das Regal, -e;Adlar;raf;A1.1
Nomen;die Theke, -n;Adlar;tezgâh;A1.1
Nomen;das Geträ.nk, -e;Adlar;içecek;A1.1
Nomen;die Abteilung, -en;Adlar;bölüm, reyon;A1.1
Nomen;die Kasse, -n;Adlar;kasa;A1.1
Nomen;die Tankstelle, -n;Adlar;benzin istasyonu;A1.1
Nomen;die Dose, -n;Adlar;teneke kutu;A1.1
Nomen;die Flasche, -n;Adlar;şişe;A1.1
Nomen;die Packung, -en;Adlar;paket;A1.1
Nomen;das Stü. ck, -e;Adlar;parça, adet, tane;A1.1
Nomen;die Tüte, -n;Adlar;poşet;A1.1
Nomen;das Kilo, -s;Adlar;kilo;A1.1
Nomen;das Gramm, (-e);Adlar;gram;A1.1
Nomen;der Liter, -;Adlar;litre;A1.1
Nomen;der Preis, -e;Adlar;fiyat;A1.1
Nomen;der Euro;Adlar;euro, avro;A1.1
Nomen;der Cent;Adlar;cent;A1.1
Nomen;das A. ngebot, -e;Adlar;markette / mağazada indirimli ürün;A1.1
Verben;backen;Eylemler;fırında pişirmek;A1.1
Verben;braten, brät;Eylemler;kızartmak;A1.1
Verben;brauchen;Eylemler;ihtiyacı olmak;A1.1
Verben;fragen;Eylemler;sormak;A1.1
Verben;mögen, mag;Eylemler;sevmek, hoşlanmak;A1.1
Verben;trinken;Eylemler;içmek;A1.1
Verben;helfen, hilft;Eylemler;yardım etmek;A1.1
Verben;suchen;Eylemler;aramak;A1.1
Verben;finden;Eylemler;bulmak;A1.1
Verben;kaufen;Eylemler;satın almak;A1.1
Verben;verkaufen;Eylemler;satmak;A1.1
Verben;kosten;Eylemler;fiyatı … olmak;A1.1
Verben;stimmen;Eylemler;doğru olmak;A1.1
Verben;Recht haben;Eylemler;haklı olmak;A1.1
Verben;aufstehen, steht auf;Eylemler;(ayağa) kalkmak;A1.1
Verben;losfahren, fährt los;Eylemler;yola çıkmak;A1.1
Verben;wegfahren, fährt weg;Eylemler;gitmek, ayrılmak;A1.1
Verben;abholen, holt ab;Eylemler;karşılamak;A1.1
Verben;zurü. ckkommen, kommt zurück;Eylemler;geri gelmek;A1.1
Verben;einkaufen, kauft ein;Eylemler;satın almak, alışveriş yapmak;A1.1
Verben;einpacken, packt ein;Eylemler;sarmak, paketlemek;A1.1
Verben;anfangen, fängt an;Eylemler;başlamak;A1.1
Verben;aufpassen, passt auf;Eylemler;dikkatli olmak;A1.1
Verben;es gibt;Eylemler;var;A1.1
Verben;auf haben⭤    zu haben;Eylemler;açık olmak⭤    kapalı olmak;A1.1
Adjektive;zufrieden⭤    unzufrieden;Önadlar;hoşnut⭤    hoşnutsuz;A1.1
Adjektive;kaputt;Önadlar;bozuk, kırık;A1.1
Adjektive;leer;Önadlar;boş;A1.1
Adjektive;gesund⭤    ungesund;Önadlar;sağlıklı⭤    sağlıksız;A1.1
Adjektive;billig⭤    teuer;Önadlar;ucuz⭤    pahalı;A1.1
Adjektive;gü. nstig⭤    nicht günstig;Önadlar;hesaplı⭤    ucuz değil;A1.1
Adjektive;frisch;Önadlar;taze;A1.1
Adverbien;rechts⭤    links;Belirteçler;sağ⭤    sol;A1.1
Adverbien;oben⭤    unten;Belirteçler;yukarıda⭤    aşağıda;A1.1
Adverbien;vorn⭤    hinten;Belirteçler;önde⭤    arkada;A1.1
Fragewörter;Wie oft?;Soru Sözcükleri;Ne sıklıkta?;A1.1
Fragewörter;Wie lange?;Soru Sözcükleri;Ne kadar zaman? / Ne zamandan beri?;A1.1
Fragewörter;So ein Mist!;Soru Sözcükleri;Lanet olsun! Hay aksi!;A1.1
Fragewörter;Entschuldigung, ich habe ein Problem!;Soru Sözcükleri;Özür dilerim, bir problemim var.;A1.1
Fragewörter;Warten Sie einen Moment!;Soru Sözcükleri;Lütfen bekleyiniz!;A1.1
Fragewörter;Was wün. schen Sie?;Soru Sözcükleri;Ne arzu ediyorsunuz / etmiştiniz?;A1.1
Fragewörter;Vielen Dank!;Soru Sözcükleri;Teşekkür ederim.;A1.1
Fragewörter;Ist alles in Or.dnung?;Soru Sözcükleri;Her şey yolunda mı?;A1.1
Fragewörter;Danke, das war’s.;Soru Sözcükleri;Teşekkürler, bu kadar.;A1.1
Fragewörter;Ich bin kurz weg.;Soru Sözcükleri;Az sonra geleceğim.;A1.1
Fragewörter;Wie alt sind Sie?;Soru Sözcükleri;Kaç yaşındasınız?;A1.1
Kleine Wörter;aber;Kısa Sözcükler;ama;A1.1
Kleine Wörter;gern;Kısa Sözcükler;seve seve, memnuniyetle;A1.1
Kleine Wörter;jetzt;Kısa Sözcükler;şimdi;A1.1
Kleine Wörter;nur;Kısa Sözcükler;yalnız;A1.1
Kleine Wörter;zweimal;Kısa Sözcükler;iki kez;A1.1
Kleine Wörter;für;Kısa Sözcükler;için;A1.1
Nomen;das Haar, -e;Adlar;saç;A1.1
Nomen;das Auge, -n;Adlar;göz;A1.1
Nomen;die Größe, -n;Adlar;boy, beden, büyüklük;A1.1
Nomen;die Kleidung (nur Sg.);Adlar;giyim, kıyafet;A1.1
Nomen;die Brille, -n;Adlar;gözlük;A1.1
Nomen;die Farbe, -n;Adlar;renk;A1.1
Nomen;die Haarfarbe;Adlar;saç rengi;A1.1
Nomen;das Au-pair, -s;Adlar;çocuk bakıcısı, au-pair;A1.1
Nomen;der Junge, -n;Adlar;erkek çocuk;A1.1
Nomen;das Mädchen, -;Adlar;kız çocuk;A1.1
Nomen;der Fragebogen, –¨;Adlar;anket;A1.1
Nomen;das A. lter (nur Sg.);Adlar;yaş;A1.1
Nomen;das Geschlecht, -er;Adlar;cinsiyet;A1.1
Nomen;der Familienstand (nur Sg.);Adlar;medeni hâli;A1.1
Nomen;der Führerschein, -e;Adlar;ehliyet, sürücü belgesi;A1.1
Nomen;der Mensch, -en;Adlar;insan;A1.1
Nomen;das Tier, -e;Adlar;hayvan;A1.1
Nomen;das Hobby, -s;Adlar;hobi;A1.1
Nomen;die Hausarbeit, -en;Adlar;ev işi;A1.1
Nomen;die Hausaufgabe, -n;Adlar;ev ödevi;A1.1
Nomen;der Kontakt, -e;Adlar;kontak, temas;A1.1
Nomen;das Team, -s;Adlar;ekip, takım;A1.1
