Fragewörter;Was?;Soru Sözcükleri;Ne?;
Fragewörter;Wann?;Soru Sözcükleri;Ne zaman?;
Fragewörter;Warum?;Soru Sözcükleri;Neden? Niçin?;
Wendungen;von früh bis spät;Deyisler;sabahtan aksama kadar;
Wendungen;rund um die Uhr;Deyisler;yirmi dört saat;
Wendungen;zu Hause;Deyisler;evde;
Wendungen;Guten Morgen!;Deyisler;Günaydın!;
Wendungen;Wie geht’s?;Deyisler;Ne haber?;
Wendungen;Wie geht es dir/euch/Ihnen?;Deyisler;Nasılsın/Nasılsınız?;
Wendungen;Mir geht es gut/schlecht.;Deyisler;İyiyim/İyi degilim.;
Wendungen;Darf ich vorstellen?;Deyisler;Sizi tanıstırabilir miyim?;
Wendungen;Angenehm.;Deyisler;Memnun oldum.;
Kleine Wörter;oder;Kısa Sözcükler;veya, ya da;
Kleine Wörter;vielleicht;Kısa Sözcükler;belki;
Kleine Wörter;mit;Kısa Sözcükler;ile, beraber;
Kleine Wörter;immer;Kısa Sözcükler;daima;
Kleine Wörter;oft;Kısa Sözcükler;sık sık;
Kleine Wörter;manchmal;Kısa Sözcükler;bazen;
Kleine Wörter;nie;Kısa Sözcükler;hiç, asla;
Nomen;die Familie, -n;Adlar;aile;
Nomen;der Mann,–¨ er;Adlar;erkek, koca (es);
Nomen;die Frau, -en;Adlar;kadın, karı (es);
Nomen;die Eltern (nur Pl.);Adlar;anne ve baba, ebeveyn;
Nomen;der Vater,–¨;Adlar;baba;
Nomen;die Mutter, –¨;Adlar;anne;
Nomen;der Sohn,–¨ e;Adlar;ogul;
Nomen;die Tochter,–¨;Adlar;kız;
Nomen;die Großeltern (nur Pl.);Adlar;büyükanne ve büyükbaba;
Nomen;der Großvater,–¨;Adlar;dede, büyükbaba;
Nomen;die Großmutter,–¨;Adlar;büyükanne;
Nomen;die Schwiegereltern (nur Pl.);Adlar;kayınvalide ve kayınpeder;
Nomen;der Schwiegervater,–¨;Adlar;kayınpeder;
Nomen;die Schwiegermutter,–¨;Adlar;kayınvalide;
Nomen;der Schwiegersohn,–¨ e;Adlar;damat;
Nomen;die Schwiegertochter,–¨;Adlar;gelin;
Nomen;die Geschwister (nur Pl.);Adlar;kardesler;
Nomen;der Bruder,–¨;Adlar;erkek kardes;
Nomen;die Schwester, -n;Adlar;kız kardes;
Nomen;der Enkel, -;Adlar;torun;
Nomen;die Enkelin, -nen;Adlar;torun (kız);
Nomen;der Schwager, -;Adlar;kayınbirader, eniste, bacanak;
Nomen;die Schwägerin, -nen;Adlar;yenge, baldız, görümce, elti;
Nomen;der Neffe, -n;Adlar;erkek yegen;
Nomen;die Nichte, -n;Adlar;kız yegen;
Nomen;der Onkel, -;Adlar;amca, dayı;
Nomen;die Tante, -n;Adlar;teyze, hala;
Nomen;der Cousin, -s !ku*z5:?;Adlar;kuzen;
Nomen;die Cousine, -n !kusi:ne?;Adlar;kuzin;
Nomen;das Baby, -s !*be:bi:?;Adlar;bebek;
Nomen;der Freund, -e;Adlar;(erkek) arkadas;
Nomen;die Freundin, -nen;Adlar;(bayan) arkadas;
Nomen;der Chef, -s;Adlar;sef, patron, amir;
Nomen;die Leute (nur Pl.);Adlar;insanlar;
Nomen;die Sprache, -n;Adlar;dil;
Nomen;die Freizeit (nur Sg.);Adlar;bos zaman;
Nomen;das Leben (nur Sg.);Adlar;hayat;
Nomen;die Pause, -n;Adlar;ara, mola;
Nomen;die Mittagspause, -n;Adlar;ögle paydosu/arası;
Nomen;das Essen, -n;Adlar;yemek;
Nomen;das Mittagessen, -n;Adlar;ögle yemegi;
Nomen;das Abendessen, -;Adlar;aksam yemegi;
Nomen;das Frühstück, -e;Adlar;kahvaltı;
Nomen;die Kantine, -n;Adlar;kantin;
Nomen;der Hunger (nur Sg.);Adlar;açlık;
Nomen;die Schokolade (nur Sg.);Adlar;çikolata;
die Stunde, -n;die Minute, -n;saat (zaman dilimi olarak);dakika;
die Stunde, -n;die Uhr, -en;saat (zaman dilimi olarak);saat;
Nomen;der Kuss,–¨ e;Adlar;öpücük;
Nomen;die Musik (nur Sg.);Adlar;müzik;
Nomen;der Tanz (hier nur Sg.);Adlar;dans;
Nomen;der Film, -e;Adlar;film;
Nomen;das Theater, -;Adlar;tiyatro;
Nomen;das Theaterstück, -e;Adlar;tiyatro oyunu;
Nomen;das Fest, -e;Adlar;bayram, parti, senlik;
Nomen;die Party, -s;Adlar;parti, eglence;
Nomen;der Sport (nur Sg.);Adlar;spor;
Nomen;das Konzert, -e;Adlar;konser;
Verben;leben;Eylemler;yasamak;
Verben;sprechen, spricht;Eylemler;konusmak;
Verben;essen, isst;Eylemler;yemek;
Verben;zu Mittag essen;Eylemler;ögle yemegi yemek;
Verben;mitkommen, kommt mit;Eylemler;(birlikte) gelmek;
Verben;treffen, trifft;Eylemler;karsılasmak, bulusmak;
Verben;Freunde treffen;Eylemler;arkadaslarla bulusmak;
Verben;bleiben;Eylemler;kalmak;
Verben;zu Hause bleiben;Eylemler;evde kalmak/oturmak;
Verben;grillen;Eylemler;ızgara/mangal yapmak;
Verben;besuchen;Eylemler;ziyaret etmek;
Verben;Freunde besuchen;Eylemler;arkadasları ziyaret etmek;
Verben;gehen;Eylemler;gitmek;
Verben;ins Kino gehen;Eylemler;sinemaya gitmek;
Verben;tanzen gehen;Eylemler;dansa gitmek;
Verben;spazieren gehen;Eylemler;gezmek;
Verben;ansehen, sieht an;Eylemler;bakmak, izlemek;
Verben;DVDs ansehen;Eylemler;DVD izlemek;
Verben;beginnen;Eylemler;baslamak;
Verben;machen;Eylemler;yapmak;
Verben;Sport machen;Eylemler;spor yapmak;
Verben;Mittagspause machen;Eylemler;ögle paydosu yapmak;
Verben;Schluss machen;Eylemler;bitirmek;
Verben;Feierabend machen;Eylemler;paydos etmek;
Verben;spielen;Eylemler;oynamak;
Verben;Fußball spielen;Eylemler;futbol oynamak;
Verben;Schach spielen;Eylemler;satranç oynamak;
Verben;fahren, fährt;Eylemler;(bir araçla) gitmek;
Verben;Rad fahren;Eylemler;bisiklete binmek;
Verben;möchte;Eylemler;istiyor/arzu ediyor;
Adjektive;genervt;Önadlar;sinirli;
Adjektive;enttäuscht;Önadlar;üzgün, hayal kırıklıgına ugramıs;
Adjektive;begeistert;Önadlar;coskulu;
Adjektive;wütend;Önadlar;kızgın;
Adjektive;süß;Önadlar;tatlı;
Adjektive;klein;Önadlar;küçük;
Adjektive;hübsch;Önadlar;güzel;
Adjektive;spannend;Önadlar;sürükleyici, heyecanlı;
Adjektive;warm;Önadlar;sıcak;
Adjektive;pünktlich;Önadlar;dakik;
Adjektive;verheiratet;Önadlar;evli;
Fragewörter;Wie viel?;Soru Sözcükleri;"Kaç …?; Ne kadar?";
Wendungen;Entschuldigung!;Deyisler;Affedersiniz!;
Wendungen;Wie viel Uhr ist es?;Deyisler;Saat kaç?;
Wendungen;Um wie viel Uhr …?;Deyisler;Saat kaçta …?;
Wendungen;Tut mir leid!;Deyisler;Özür dilerim! Üzgünüm!;
Wendungen;Bis bald!;Deyisler;Yakında görüsmek üzere!;
Wendungen;Bis dann!;Deyisler;Görüsmek üzere!;
Kleine Wörter;erst;Kısa Sözcükler;henüz, ancak, önce, daha;
Kleine Wörter;schon;Kısa Sözcükler;çoktan, bile;
Kleine Wörter;heute;Kısa Sözcükler;bugün;
Kleine Wörter;morgen;Kısa Sözcükler;yarın;
Kleine Wörter;endlich;Kısa Sözcükler;en sonunda, nihayet;
Präpositionen;um (Zeit);ilgeçler;…de;
Präpositionen;gegen (Zeit);ilgeçler;… dogru;
Präpositionen;von;ilgeçler;-den, -dan;
Nomen;die Ware, -n;Adlar;mal, ürün;
Nomen;das Lebensmittel, -;Adlar;gıda ürünü;
Nomen;der Apfel,–¨;Adlar;elma;
Nomen;die Banane, -n;Adlar;muz;
Nomen;die Zitrone, -n;Adlar;limon;
Nomen;das Brot, -e;Adlar;ekmek;
Nomen;die Butter, -;Adlar;tereyagı;
Nomen;das Ei, -er;Adlar;yumurta;
Nomen;der Fisch, -e;Adlar;balık;
Nomen;das Fleisch (nur Sg.);Adlar;et;
Nomen;die Tomate, -n;Adlar;domates;
Nomen;der Käse (nur Sg.);Adlar;peynir;
Nomen;der Reis (nur Sg.);Adlar;"pirinç (""pilav"" için de bu sözcük kullanılır)";
Nomen;der Salat, -e;Adlar;salata;
Nomen;der Schinken, -;Adlar;jambon;
Nomen;das Mehl (nur Sg.);Adlar;un;
Nomen;der Tee (nur Sg.);Adlar;çay;
Nomen;der Kaffee (nur Sg.);Adlar;kahve;
Nomen;die Milch (nur Sg.);Adlar;süt;
Nomen;das Wasser (nur Sg.);Adlar;su;
Nomen;das Mineralwasser, -;Adlar;maden suyu;
Nomen;der Wein, -e;Adlar;sarap;
Nomen;das Bier, -e;Adlar;bira;
Nomen;die Cola, -s;Adlar;kola;
Nomen;der Kühlschrank,–¨ e;Adlar;buzdolabı;
Nomen;das Toilettenpapier (nur Sg.);Adlar;tuvalet kâgıdı;
Nomen;die Zeitung, -en;Adlar;gazete;
Nomen;die Zigarette, -n;Adlar;sigara;
Nomen;die Zahnpasta (nur Sg.);Adlar;dis macunu;
Nomen;die Suppe, -n;Adlar;çorba;
Nomen;das Gericht, -e;Adlar;yemek;
Nomen;die Kartoffel, -n;Adlar;patates;
Nomen;der Kuchen, -;Adlar;pasta, kek;
Nomen;das Omelett, -s;Adlar;omlet;
Nomen;die Pizza, -s/-en;Adlar;pizza;
Nomen;das Salz (nur Sg.);Adlar;tuz;
Nomen;der Zucker (nur Sg.);Adlar;seker;
Nomen;der Pfeffer (nur Sg.);Adlar;karabiber;
Nomen;das Öl (nur Sg.);Adlar;sıvı yag;
Nomen;die Zwiebel, -n;Adlar;sogan;
Nomen;der Knoblauch (nur Sg.);Adlar;sarımsak;
Nomen;der Einkaufszettel, -;Adlar;alısveris listesi;
Nomen;der Markt,–¨ e;Adlar;pazar (yeri);
Nomen;der Stand,–¨ e;Adlar;tezgâh;
Nomen;das Obst (nur Sg.);Adlar;meyve;
Nomen;das Gemüse (nur Sg.);Adlar;sebze;
Nomen;der Verkäufer, -;Adlar;satıcı;
Nomen;die Verkäuferin, -nen;Adlar;satıcı (kadın);
Nomen;der Kunde, -n;Adlar;müsteri;
Nomen;die Kundin, -nen;Adlar;müsteri (kadın);
Nomen;die Woche, - n;Adlar;hafta;
Nomen;die Nachricht, -en;Adlar;haber;
Nomen;der Termin, -e;Adlar;randevu, kararlastırılan saat/gün;
Nomen;das Regal, -e;Adlar;raf;
Nomen;die Theke, -n;Adlar;tezgâh;
Nomen;das Getränk, -e;Adlar;içecek;
Nomen;die Abteilung, -en;Adlar;bölüm, reyon;
Nomen;die Kasse, -n;Adlar;kasa;
Nomen;die Tankstelle, -n;Adlar;benzin istasyonu;
Nomen;die Dose, -n;Adlar;teneke kutu;
Nomen;die Flasche, -n;Adlar;sise;
Nomen;die Packung, -en;Adlar;paket;
Nomen;das Stück, -e;Adlar;parça, adet, tane;
Nomen;die Tüte, -n;Adlar;poset;
Nomen;das Kilo, -s;Adlar;kilo;
Nomen;das Gramm, (-e);Adlar;gram;
Nomen;der Liter, -;Adlar;litre;
Nomen;der Preis, -e;Adlar;fiyat;
Nomen;der Euro;Adlar;euro, avro;
Nomen;der Cent;Adlar;cent;
Nomen;das Angebot, -e;Adlar;markette/magazada indirimli ürün;
Verben;backen;Eylemler;fırında pisirmek;
Verben;braten, brät;Eylemler;kızartmak;
Verben;brauchen;Eylemler;ihtiyacı olmak;
Verben;fragen;Eylemler;sormak;
Verben;mögen, mag;Eylemler;sevmek, hoslanmak;
Verben;trinken;Eylemler;içmek;
Verben;helfen, hilft;Eylemler;yardım etmek;
Verben;suchen;Eylemler;aramak;
Verben;finden;Eylemler;bulmak;
Verben;kaufen;Eylemler;satın almak;
Verben;verkaufen;Eylemler;satmak;
Verben;kosten;Eylemler;fiyatı … olmak;
Verben;stimmen;Eylemler;dogru olmak;
Verben;Recht haben;Eylemler;haklı olmak;
Verben;aufstehen, steht auf;Eylemler;(ayaga) kalkmak;
Verben;losfahren, fährt los;Eylemler;yola çıkmak;
Verben;wegfahren, fährt weg;Eylemler;gitmek, ayrılmak;
Verben;abholen, holt ab;Eylemler;karsılamak;
Verben;zurückkommen, kommt zurück;Eylemler;geri gelmek;
Verben;einkaufen, kauft ein;Eylemler;satın almak, alısveris yapmak;
Verben;einpacken, packt ein;Eylemler;sarmak, paketlemek;
Verben;anfangen, fängt an;Eylemler;baslamak;
Verben;aufpassen, passt auf;Eylemler;dikkatli olmak;
Verben;es gibt;Eylemler;var;
Verben;auf haben - zu haben;Eylemler;açık olmak -kapalı olmak;
Adjektive;zufrieden -unzufrieden;Önadlar;hosnut -hosnutsuz;
Adjektive;kaputt;Önadlar;bozuk, kırık;
Adjektive;leer;Önadlar;bos;
Adjektive;gesund -ungesund;Önadlar;saglıklı -saglıksız;
Adjektive;billig - teuer;Önadlar;ucuz -pahalı;
Adjektive;günstig - nicht günstig;Önadlar;hesaplı -ucuz degil;
Adjektive;frisch;Önadlar;taze;
Adverbien;rechts - links;Belirteçler;sag -sol;
Adverbien;oben -unten;Belirteçler;yukarıda -asagıda;
Adverbien;vorn - hinten;Belirteçler;önde -arkada;
Fragewörter;Wie oft?;Soru Sözcükleri;Ne sıklıkta?;
Fragewörter;Wie lange?;Soru Sözcükleri;Ne kadar zaman?/Ne zamandan beri?;
Wendungen;So ein Mist!;Deyisler;Lanet olsun! Hay aksi!;
Wendungen;Entschuldigung, ich habe ein Problem!;Deyisler;Özür dilerim, bir problemim var.;
Wendungen;Warten Sie einen Moment!;Deyisler;Lütfen bekleyiniz!;
Wendungen;Was wünschen Sie?;Deyisler;Ne arzu ediyorsunuz/etmistiniz?;
Wendungen;Vielen Dank!;Deyisler;Tesekkür ederim.;
Wendungen;Ist alles in Ordnung?;Deyisler;Her sey yolunda mı?;
Wendungen;Danke, das war’s.;Deyisler;Tesekkürler, bu kadar.;
Wendungen;Ich bin kurz weg.;Deyisler;Az sonra gelecegim.;
Wendungen;Wie alt sind Sie?;Deyisler;Kaç yasındasınız?;
Kleine Wörter;aber;Kısa Sözcükler;ama;
Kleine Wörter;gern;Kısa Sözcükler;seve seve, memnuniyetle;
Kleine Wörter;jetzt;Kısa Sözcükler;simdi;
Kleine Wörter;nur;Kısa Sözcükler;yalnız;
Kleine Wörter;zweimal;Kısa Sözcükler;iki kez;
Kleine Wörter;für;Kısa Sözcükler;için;
Nomen;das Haar, -e;Adlar;saç;
Nomen;das Auge, -n;Adlar;göz;
Nomen;die Größe, -n;Adlar;boy, beden, büyüklük;
Nomen;die Kleidung (nur Sg.);Adlar;giyim, kıyafet;
Nomen;die Brille, -n;Adlar;gözlük;
Nomen;die Farbe, -n;Adlar;renk;
Nomen;die Haarfarbe;Adlar;saç rengi;
Nomen;das Au-pair, -s;Adlar;çocuk bakıcısı, au-pair;
Nomen;der Junge, -n;Adlar;erkek çocuk;
Nomen;das Mädchen, -;Adlar;kız çocuk;
Nomen;der Fragebogen,–¨;Adlar;anket;
Nomen;das Alter (nur Sg.);Adlar;yas;
Nomen;das Geschlecht, -er;Adlar;cinsiyet;
Nomen;der Familienstand (nur Sg.);Adlar;medeni hâli;
Nomen;der Führerschein, -e;Adlar;ehliyet, sürücü belgesi;
Nomen;der Mensch, -en;Adlar;insan;
Nomen;das Tier, -e;Adlar;hayvan;
Nomen;das Hobby, -s;Adlar;hobi;
Nomen;die Hausarbeit, -en;Adlar;ev isi;
Nomen;die Hausaufgabe, -n;Adlar;ev ödevi;
Nomen;der Kontakt, -e;Adlar;kontak, temas;
Nomen;das Team, -s;Adlar;ekip, takım;
Nomen;das Werkzeug, -e;Adlar;âlet, araç;
Nomen;der Computer, -;Adlar;bilgisayar;
Nomen;die Landkarte, -n;Adlar;harita;
Nomen;die Zeichnung, -en;Adlar;çizgi, resim;
Nomen;der Text, -e;Adlar;metin;
Nomen;die Volkshochschule, -n (die VHS);Adlar;Halk Egitim Merkezi;
Nomen;der Kurs, -e;Adlar;kurs;
Nomen;das Sekretariat, -e;Adlar;sekreterlik;
Nomen;die Toilette, -n;Adlar;tuvalet;
Nomen;der Raum,–¨ e;Adlar;oda;
Nomen;das Gebäude, -;Adlar;bina;
Nomen;der Bahnhof,–¨ e;Adlar;istasyon;
Nomen;der Flughafen,–¨;Adlar;hava limanı;
Nomen;die Polizei (nur Sg.);Adlar;polis;
Nomen;die Bücherei, -en;Adlar;kütüphane;
Nomen;die Kirche, -n;Adlar;kilise;
Nomen;der Kindergarten,–¨;Adlar;anaokulu;
Nomen;das Schwimmbad,–¨ er;Adlar;yüzme havuzu;
Nomen;die Post (nur Sg.);Adlar;postane;
Nomen;der Brief, -e;Adlar;mektup;
Nomen;der Park, -s;Adlar;park;
Nomen;der Berg, -e;Adlar;dag;
Nomen;die Brücke, -n;Adlar;köprü;
Nomen;die Ampel, -n;Adlar;trafik ısıgı;
Nomen;die Kreuzung, -en;Adlar;kavsak;
Nomen;die Ecke, -n;Adlar;köse;
Nomen;das Zentrum, Zentren;Adlar;merkez;
Nomen;die Station, -en;Adlar;istasyon, durak;
Nomen;die Endstation, -en;Adlar;son durak;
Nomen;der Bus, -se;Adlar;otobüs;
Nomen;die Straßenbahn, -en;Adlar;tramvay;
Nomen;die U-Bahn, -en;Adlar;metro;
Nomen;die S-Bahn, -en;Adlar;metro/banliyö treni;
Nomen;das Taxi, -s;Adlar;taksi;
Nomen;das Fahrrad,–¨ er;Adlar;bisiklet;
Nomen;das Motorrad,–¨ er;Adlar;motosiklet;
Nomen;der Zug,–¨ e;Adlar;tren;
Nomen;das Flugzeug, -e;Adlar;uçak;
Nomen;das Schiff, -e;Adlar;gemi;
Verben;fahren, fährt;Eylemler;(bir araçla) gitmek, (araç) kullanmak;
Verben;Auto fahren;Eylemler;araba kullanmak;
Verben;gehen;Eylemler;gitmek;
Verben;zu Fuß gehen;Eylemler;yürüyerek gitmek;
Verben;aussehen, sieht aus;Eylemler;… gibi görünmek;
Verben;tragen, trägt;Eylemler;tasımak;
Verben;rauchen;Eylemler;sigara içmek;
Verben;können, kann;Eylemler;-bilmek, beceriye sahip olmak;
Verben;aufräumen, räumt auf;Eylemler;(…-i) toplamak/düzenlemek;
Verben;lieben;Eylemler;sevmek;
Verben;zeichnen;Eylemler;resim yapmak;
Verben;nähen;Eylemler;(dikis) dikmek;
Verben;stehen;Eylemler;ayakta durmak;
Verben;reparieren;Eylemler;tamir etmek;
Verben;rechnen;Eylemler;hesap yapmak;
Verben;organisieren;Eylemler;organize etmek;
Verben;kennen lernen, lernt kennen;Eylemler;biriyle tanısmak;
Verben;wiederholen;Eylemler;tekrar etmek;
Verben;nehmen, nimmt;Eylemler;almak;
Verben;einsteigen, steigt ein;Eylemler;binmek;
Verben;aussteigen, steigt aus;Eylemler;inmek;
Verben;umsteigen, steigt um;Eylemler;aktarma yapmak;
Verben;abfahren, fährt ab;Eylemler;hareket etmek, kalkmak (tren, otobüs vb.);
Verben;ankommen, kommt an;Eylemler;gelmek, varmak;
Verben;abbiegen, biegt ab;Eylemler;dönmek, sapmak;
Adjektive;sportlich -unsportlich;Önadlar;sportif -spor yapmayan;
Adjektive;elegant;Önadlar;zarif;
Adjektive;jung -alt;Önadlar;genç -yaslı;
Adjektive;groß - klein;Önadlar;büyük -küçük;
Adjektive;lang - kurz;Önadlar;uzun -kısa;
Adjektive;blond;Önadlar;sarı saçlı, sarısın;
Adjektive;weiß;Önadlar;beyaz;
Adjektive;schwarz;Önadlar;siyah;
Adjektive;grau;Önadlar;gri;
Adjektive;braun;Önadlar;kahverengi;
Adjektive;rot;Önadlar;kırmızı;
Adjektive;gelb;Önadlar;sarı;
